PUBCHEM_CID,PUBCHEM_SID,SAMPLE_NAME
3114,144204278,Disopyramide
3114,170464947,Disopyramide
3115,144204408,Stallimycin
3117,144203831,Disulfiram
3117,144210721,Disulfiram
3117,144214033,Disulfiram
3117,170464767,Disulfiram
3118,144211178,Disulfoton
3118,144209541,Disulfoton
3120,144204844,Diuron
3120,144208636,Diuron
3120,144211333,Diuron
3120,170466802,Diuron
3121,144210920,Valproic acid
3121,144209161,Valproic acid
3121,144204642,Valproic acid
3121,170465446,Valproic acid sodium salt
3151,144203607,Domperidone
3151,170465594,Domperidone
3168,144204012,Droperidol
3168,170464722,Droperidol
3169,144204393,Dropropizine
3169,170466654,Dropropizine
3182,144203995,Dyphylline
3182,170465316,Dyphylline
3191,144205778,Ebastine
3191,170465995,Ebastine
3194,144203691,Ebselen
3220,144213535,Emodin
3220,144210197,Emodin
3221,170465843,Emorfazone
3224,144210974,Endosulfan
3224,144209563,Endosulfan
3225,144210414,Endothal
3225,144209644,Endothal
3226,144207364,Enflurane
3226,144205979,Enflurane
3229,144204239,Enoxacin
3229,170465263,Enoxacin
3242,144204135,Epirizole
3242,170465827,Epirizole
3259,144211951,Erythrosin B
3259,144207013,Erythrosin B
3259,170465719,Erythrosin B
3261,144206162,Estazolam
3275,144205399,Etafenone
3275,170466000,Etafenone
3276,144204150,Etandazole
3276,170466603,Etandazole
3278,144203886,Ethacrynic acid
3278,144208300,Ethacrynic acid
3278,170465426,Ethacrynic acid
3282,144204707,2-Ethoxybenzamide
3282,144207223,2-Ethoxybenzamide
3282,170465775,2-Ethoxybenzamide
3286,144210495,Ethion
3289,144214043,Ethoprop
3291,144203921,Ethosuximide
3291,170464802,Ethosuximide
3292,144203934,Ethotoin
3293,144210646,Ethoxyquin
3293,144203939,Ethoxyquin
3293,144208534,Ethoxyquin
3295,144204399,Ethoxzolamide
3295,170465083,Ethoxzolamide
3300,144206885,Sulcaine
3301,144204696,Ethylenediamine
3301,144208400,Ethylenediamine
3305,144207615,Etidronic acid
3307,144206484,Etizolam
3308,144204195,Etodolac
3308,144209416,Etodolac
3308,170464915,Etodolac
3309,144206828,Etomidoline
3314,144209238,Eugenol
3314,144204685,Eugenol
3314,144210425,Eugenol
3314,170465464,Eugenol
3316,144204956,Exalamide
3316,170465990,Exalamide
3324,144204995,Famciclovir
3324,170464774,Famciclovir
3325,144212144,Famotidine
3325,144203704,Famotidine
3325,170464877,Famotidine
3326,144204151,Famprofazone
3326,170466076,Famprofazone
3331,144203696,Felbamate
3331,144212685,Felbamate
3331,170465178,Felbamate
3332,144204100,Felbinac
3332,170465835,Felbinac
3333,144203706,Felodipine
3333,170464849,Felodipine
3334,144204200,Fenbendazole
3334,144212145,Fenbendazole
3334,170465647,Fenbendazole
3335,144204189,Fenbufen
3335,170465799,Fenbufen
3337,144205250,Fenfluramine
3338,144206237,Fenipentol
3339,144203698,Fenofibrate
3339,144210471,Fenofibrate
3339,170464718,Fenofibrate
3341,144203703,Fenoldopam
3341,170465321,Fenoldopam
3345,144206164,Fentanyl
3346,144208793,Fenthion
3346,144210975,Fenthion
3346,144204708,Fenthion
3346,170466807,Fenthion
3347,144209036,Fenvalerate
3347,144213274,Fenvalerate
3352,144211431,Fipronil
3352,144204852,Fipronil
3352,170465992,Fipronil
3356,144203702,Flecainide acetate
3356,170464874,Flecainide acetate
3357,144206106,Fleroxacin
3357,170466056,Fleroxacin
3360,170465681,Floctafenine
3362,144204893,Flopropione
3362,170465817,Flopropione
3365,144209438,Fluconazole
3365,144204972,Fluconazole
3365,144210898,Fluconazole
3365,170464782,Fluconazole
3366,144204066,Flucytosine
3366,170465407,Flucytosine
3371,144204003,Flufenamic acid
3371,144212428,Flufenamic acid
3371,170465857,Flufenamic acid
3372,144203697,Fluphenazine hydrochloride
3372,170465375,Fluphenazine hydrochloride
3373,144203699,Flumazenil
3373,170464960,Flumazenil
3374,144204391,Flumequine
3374,170466145,Flumequine
3385,144210432,5-Fluorouracil
3385,144203701,Fluorouracil
3385,144209533,5-Fluorouracil
3385,170464762,Fluorouracil
3386,144203695,(+/-) -Fluoxetine
3386,170465374,(+/-) -Fluoxetine
3393,144205754,Flurazepam
3393,170465018,Flurazepam
3394,144204098,Flurbiprofen
3394,144212670,Flurbiprofen
3395,144206486,Flurbiprofen axetil
3395,144206574,Flurbiprofen axetil
3396,144203693,Fluspirilene
3396,170466307,Fluspirilene
3397,144210854,Flutamide
3397,144203705,Flutamide
3397,144209367,Flutamide
3397,170464921,Flutamide
3418,144204105,Salicylic acid dihydrogen phosphate
3418,170466091,Salicylic acid dihydrogen phosphate
3433,144203694,Furafylline
3433,170466557,Furafylline
3438,251919923,Furfurylamine
3440,144213288,Furosemide
3440,144209411,Furosemide
3440,144203873,Furosemide
3440,170464879,Furosemide
3442,144203700,Fusaric acid
3444,144212751,Bromuconazole
3446,144203708,Gabapentin
3446,170464715,Gabapentin
3448,144203822,Gaboxadol
3448,170466512,Gaboxadol
3454,144203711,Ganciclovir
3454,170464961,Ganciclovir
3463,144209195,Gemfibrozil
3463,144213101,Gemfibrozil
3463,144204164,Gemfibrozil
3463,170464998,Gemfibrozil
3475,144204141,Gliclazide
3475,170465698,Gliclazide
3476,144204264,Glimepiride
3476,170464966,Glimepiride
3478,144203707,Glipizide
3478,144212151,Glipizide
3478,170465089,Glipizide
3485,144204634,Glutaraldehyde
3485,144208940,Glutaraldehyde
3485,144213612,Glutaraldehyde
3487,144205194,Glutethimide
3487,170465223,Glutethimide
3488,144203709,Glybenclamide
3488,144211075,Glybenclamide
3488,170464964,Glybenclamide
3489,144206873,Glybuzole
3503,144203985,(-)-Gossypol
3503,170466800,(-)-Gossypol
3515,144205079,Guaiazulene
3515,170465862,Guaiazulene
3516,144203940,Guaifenesin
3516,144212411,Guaifenesin
3516,170464855,Guaifenesin
3517,144204483,Guanabenz
3517,170465364,Guanabenz
3552,144209717,Halazone
3552,144204655,Halazone
3552,170466384,Halazone
3559,144203713,Haloperidol
3559,144210793,Haloperidol
3559,170464841,Haloperidol
3561,144206294,Haloprogin
3562,144208048,Halothane
3562,144204584,Halothane
3562,170464645,Halothane
3589,144209109,Heptachlor
3589,144210852,Heptachlor
3598,144204650,Hexachlorophene
3598,144213058,Hexachlorophene
3598,144208548,Hexachlorophene
3598,170464690,Hexachlorophene
3599,144205019,Miltefosine
3599,170465622,Miltefosine
3604,144205589,"N,N,N,N',N',N'-Hexamethylhexane-1,6-diaminium"
3604,170465837,"N,N,N,N',N',N'-Hexamethylhexane-1,6-diaminium"
3607,144203975,Hexetidine
3607,170465729,Hexetidine
3608,144205214,Hexobarbital
3608,144205215,Hexobarbital
3608,170465860,Hexobarbital
3610,144209461,4-Hexylresorcinol
3610,144204653,4-Hexylresorcinol
3610,144210675,4-Hexylresorcinol
3610,170465471,4-Hexylresorcinol
3627,144204406,Homochlorcyclizine
3627,170465786,Homochlorcyclizine
3634,144204082,Hycanthone
3634,170466535,Hycanthone
3639,144203716,Hydrochlorothiazide
3639,144208763,Hydrochlorothiazide
3639,144210612,Hydrochlorothiazide
3639,170465005,Hydrochlorothiazide
3647,144203973,Hydroflumethiazide
3647,170465082,Hydroflumethiazide
3657,144203719,Hydroxyurea
3657,144210638,Hydroxyurea
3657,170465025,Hydroxyurea
3658,144207118,Hydroxyzine
3658,170464958,Hydroxyzine
3671,144207052,Ibudilast
3671,170466049,Ibudilast
3672,144203721,Ibuprofen lysine
3672,144213146,Ibuprofen
3672,144208582,Ibuprofen
3672,170464979,Ibuprofen lysine
3673,170465895,Ibuprofen piconol
3676,144203734,Lidocaine
3676,170464729,Lidocaine
3681,144205068,"3-(Octadecyloxy)-1,2-propanediol"
3681,170465730,"3-(Octadecyloxy)-1,2-propanediol"
3686,144205417,Idebenone
3686,170465611,Idebenone
3689,144204466,Ifenprodil
3689,170465791,Ifenprodil
3690,144204090,Ifosfamide
3690,144209013,Ifosfamide
3690,144213092,Ifosfamide
3690,170464854,Ifomide
3696,144203725,Imipramine
3696,170464777,Imipramine
3698,144205663,Amrinone
3698,144212164,Amrinone
3698,170465367,Amrinone
3702,144204326,Indapamide
3702,144213004,Indapamide
3702,144206733,Indapamide
3702,170465366,Indapamide
3712,144214016,Indole-3-carbinol
3715,144208989,Indomethacin
3715,144210586,Indomethacin
3715,144206660,Indomethacin
3715,170464705,Indomethacin
3718,144204869,Indoprofen
3723,144204899,Iodamide
3723,170465213,Iodamide
3724,144204262,Iodixanol
3724,170464924,Iodixanol
3727,144207412,Iodoacetamide
3728,144204374,Iodoquinol
3728,170465640,Iodoquinol
3730,144205839,Iohexol
3730,170464962,Iohexol
3731,144207160,Iomeprol
3735,144213787,Iopanoic acid
3735,144203945,Iopanoic acid
3735,170465056,Iopanoic acid
3736,144204235,Iopromide
3736,170465023,Iopromide
3739,144207053,Iodipamide
3739,170464888,Iodipamide
3740,144206809,Biliscopin
3741,144204260,Ioversol
3741,170464725,Ioversol
3742,144204215,Ioxaglic acid
3743,144206678,Ioxilan
3743,170465160,Ioxilan
3747,144205085,Ipriflavone
3747,144206723,Ipriflavone
3747,170465997,Ipriflavone
3747,170466811,Ipriflavone
3749,144204986,Irbesartan
3749,170464670,Irbesartan
3759,144203887,Isocarboxazid
3760,144204167,Isoconazole
3760,170466012,Isoconazole nitrate
3763,144208029,Isoflurane
3763,144206238,Isoflurane
3767,144207189,Isoniazid
3767,144208565,Isoniazid
3767,144210513,Isoniazid
3767,170466877,Isoniazid
3775,144203913,Isopropamide
3775,170465291,Isopropamide
3776,144204590,Isopropanol
3776,144209673,Isopropanol
3778,144205786,Propyphenazone
3778,170465821,Propyphenazone
3779,144203723,Isoprenaline hydrochloride
3779,170464679,Isoprenaline hydrochloride
3784,144204241,Isradipine
3784,170465070,Isradipine
3821,144205257,Ketamine
3821,144205256,Ketamine
3822,144204416,Ketanserin
3822,170466645,Ketanserin
3825,144204145,Ketoprofen
3825,144208045,Ketoprofen
3825,170465449,Ketoprofen
3827,144203727,Ketotifen
3827,170465378,Ketotifen
3828,144203925,Khellin
3828,170466493,Khellin
3830,144211531,Kinetin
3840,144206999,Kojic acid
3840,144204365,Kojic acid
3840,170466814,Kojic acid
3878,144203730,Lamotrigine
3878,170465024,Lamotrigine
3883,144203735,Lansoprazole
3883,144211340,Lansoprazole
3883,170464649,Lansoprazole
3884,144210146,Lapachol
3893,144213327,Dodecanoic acid
3893,144209347,Dodecanoic acid
3899,144203733,Leflunomide
3899,144212190,Leflunomide
3899,170464823,Leflunomide
3902,144204270,Letrozole
3902,144213877,Letrozole
3926,144204084,Lidoflazine
3926,170466621,Lidoflazine
3932,144203728,Linopirdine
3932,170466342,Linopirdine
3936,144205776,Liranaftate
3936,170466057,Liranaftate
3950,144206023,Lomustine
3950,170464967,Lomustine
3955,144203731,Loperamide hydrochloride
3955,170464852,Loperamide hydrochloride
3957,144211849,Loratadine
3957,144203736,Loratadine
3957,170464867,Loratadine
3958,144205222,Lorazepam
3961,144204988,Losartan
3961,170465135,Losartan
3965,144203729,Loxoprofen
3965,170465808,Loxoprofen
3969,144204379,Tomelukast
3969,144212729,Tomelukast
3969,170466250,Tomelukast
4004,144214009,Malathion
4004,144204726,Malathion
4004,170465311,Malathion
4006,144205767,Malotilate
4006,170465879,Malotilate
4011,144203751,Maprotiline hydrochloride
4011,170464778,Maprotiline hydrochloride
4019,170466055,Mazaticol
4021,144205630,1-Phenyl-3-methyl-5-pyrazolone
4021,144208945,1-Phenyl-3-methyl-5-pyrazolone
4021,144213136,1-Phenyl-3-methyl-5-pyrazolone
4021,170465935,Edaravone
4030,144204171,Mebendazole
4030,170464914,Mebendazole
4032,144203749,Mecamylamine
4032,170465225,Mecamylamine
4041,144206658,Medazepam
4044,144212300,Mefenamic acid
4044,144203895,Mefenamic acid
4044,170464813,Mefenamic acid
4047,144206878,Mefruside
4054,144203750,Memantine hydrochloride
4054,170464999,Memantine hydrochloride
4055,144203885,Menadione
4055,144211684,Menadione
4055,170464997,Menadione
4059,144204909,Mephenesin
4059,170466586,Mephenesin
4064,144204614,Meprobamate
4064,144207530,Meprobamate
4066,144207197,Mequitazine
4066,170465794,Mequitazine
4075,144203935,5-Aminosalicylic acid
4075,144213442,5-Aminosalicylic acid
4075,144208808,5-Aminosalicylic acid
4075,170464840,5-Aminosalicylic acid
4078,144203603,Mesoridazine
4078,144205571,Mesoridazine
4078,170465272,Mesoridazine
4091,144212687,Metformin
4093,144208024,Methacrylic acid
4096,144209448,Methamidophos
4096,144211057,Methamidophos
4099,144206305,Metharbital
4100,144204015,Methazolamide
4101,144210820,Methenamine
4101,144207004,Methenamine
4101,144208804,Methenamine
4101,170465468,Methenamine
4106,144204467,Metitepine
4106,170466339,Metitepine
4107,144204005,Methocarbamol
4107,170464808,Methocarbamol
4109,144211435,Methomyl
4114,144213133,8-Methoxypsoralen
4114,144203983,Methoxsalen
4114,144208965,8-Methoxypsoralen
4114,170465041,Methoxsalen
4115,144214036,Methoxychlor
4116,144206179,Methoxyflurane
4117,144206596,Methoxyphenamine
4117,170465530,Methoxyphenamine
4121,144206003,Methyclothiazide
4121,170465243,Methyclothiazide
4122,144203740,Nocodazole
4122,170466087,Nocodazole
4130,144209501,Methyl parathion
4130,144211315,Methyl parathion
4133,144204632,Methyl salicylate
4133,144208741,Methyl salicylate
4133,144210457,Methyl salicylate
4156,144210619,Methyl methanesulfonate
4156,144209292,Methyl methanesulfonate
4165,144204046,Meticrane
4165,170465801,Meticrane
4168,144203739,Metoclopramide
4168,170464848,Metoclopramide
4169,144211299,Metolachlor
4169,144208574,Metolachlor
4170,144203737,Metolazone
4170,144207075,Metolazone
4170,170464665,Metolazone
4171,251919670,Metoprolol
4173,144203992,Metronidazole
4173,144209611,Metronidazole
4173,144213111,Metronidazole
4173,170464948,Metronidazole
4174,144203874,Metyrapone
4174,170465268,Metyrapone
4177,170465840,Mexazolam
4184,144203742,Mianserin
4184,170465596,Mianserin
4189,144204152,Miconazole
4197,144205666,Milrinone
4197,144214030,Milrinone
4197,170465221,Milrinone
4201,144203744,Minoxidil
4201,170464704,Minoxidil
4205,144204516,Mirtazapine
4211,144203654,Mitotane
4211,144213121,"o,p'-DDD"
4211,170464927,Mitotane
4235,144207163,Moclobemide
4235,144204522,Moclobemide
4235,170465663,Moclobemide
4236,144205023,Modafinil
4236,170465042,Modafinil
4237,144206111,Mofezolac
4257,144206880,Mosapramine
4276,144207370,Myristicin
4284,144204654,DEET
4284,144209178,DEET
4284,144211234,DEET
4284,170466080,DEET
4348,144211516,N-Benzylethanolamine
4409,144204198,Nabumetone
4409,170464970,Nabumetone
4410,144205792,Nadifloxacin
4410,170465882,Nadifloxacin
4418,144203756,Naftopidil
4418,170466026,Naftopidil
4420,144208839,Naled
4420,144211162,Naled
4421,144208675,Nalidixic acid
4421,144213071,Nalidixic acid
4421,144204386,Nalidixic acid
4421,170465215,Nalidixic acid
4463,144204533,Nevirapine
4463,144207968,Nevirapine
4463,170464869,Nevirapine
4472,144203759,Nialamide
4472,170466097,Nialamide
4474,144203762,Nicardipine
4474,170465173,Nicardipine
4476,144206677,Niceritrol
4476,170465789,Niceritrol
4477,144211066,Niclosamide
4477,144203760,Niclosamide
4477,170465184,Niclosamide
4485,144207502,Nifedipine
4485,144203763,Nifedipine
4485,170465006,Nifedipine
4487,144204070,Nifenazone
4487,170466050,Nifenazone
4488,144203757,Niflumic acid
4488,170466463,Niflumic acid
4493,144211906,Nilutamide
4493,144203764,Nilutamide
4493,170465021,Nilutamide
4494,144205992,Nilvadipine
4495,144212167,Nimesulide
4495,144203758,Nimesulide
4495,170465612,Nimesulide
4496,144205758,Nimetazepam
4496,170465912,Nimetazepam
4497,144203753,Nimodipine
4497,170466561,Nimodipine
4499,144205804,Nisoldipine
4499,144212682,Nisoldipine
4499,170465320,Nisoldipine
4500,144203754,Nisoxetine
4500,170466483,Nisoxetine
4506,144205154,Nitrazepam
4506,170465667,Nitrazepam
4507,144203752,Nitrendipine
4507,170465897,Nitrendipine
4509,144209122,Nitrofurantoin
4509,144210919,Nitrofurantoin
4509,144204693,Nitrofurantoin
4509,170464739,Nitrofurantoin
4511,144204874,Nitromide
4511,170466818,Nitromide
4513,144211911,Nizatidine
4513,144204242,Nizatidine
4513,170464780,Nizatidine
4514,144206537,Nizofenone
4514,170466022,Nizofenone
4528,144212072,Nomifensine
4534,144212488,Nordihydroguaiaretic acid
4539,144204233,Norfloxacin
4539,144206991,Norfloxacin
4539,170464769,Norfloxacin
4567,144203755,Nylidrin
4567,170465637,Nylidrin
4581,144203766,Octopamine
4581,170465959,Octopamine
4583,144204254,Ofloxacin
4583,170465035,Ofloxacin
4585,144205109,Olanzapine
4585,170465009,Olanzapine
4594,144204237,Omeprazole
4594,144207707,Omeprazole
4594,170465443,Omeprazole
4595,144206599,Ondansetron
4595,170464701,Ondansetron
4602,144205467,Osalmid
4610,144213537,"1,2-Cyclohexanediamine"
4610,144209081,"1,2-Cyclohexanediamine"
4612,144204144,Oxamniquine
4614,144203610,Oxaprozin
4614,170464987,Oxaprozin
4615,144203770,Oxatomide
4615,170466059,Oxatomide
4616,144205125,Oxazepam
4616,144206372,Oxazepam
4616,144213809,Oxazepam
4616,144207898,Oxazepam
4621,144203958,Oxethazaine
4621,170465643,Oxethazaine
4622,144204395,Oxibendazole
4622,170465661,Oxibendazole
4626,144203769,Oxiracetam
4628,144203767,Oxolinic acid
4628,144209985,Oxolinic acid
4628,170466273,Oxolinic acid
4632,144203969,2-Hydroxy-4-methoxybenzophenone
4632,144209183,2-Hydroxy-4-methoxybenzophenone
4632,144213169,2-Hydroxy-4-methoxybenzophenone
4632,170465010,2-Hydroxy-4-methoxybenzophenone
4636,144203768,Oxymetazoline hydrochloride
4636,170464916,Oxymetazoline hydrochloride
4641,144203965,Oxyphenbutazone
4641,170465310,Oxyphenbutazone
4644,144211537,Oxypurinol
4650,144209218,"1,4-Benzoquinone"
4650,144213287,"1,4-Benzoquinone"
4652,144203665,Fenclonine
4652,170466310,Fenclonine
4654,144210088,4-Fluoro-dl-phenylalanine
4671,144203773,Palmitoylethanolamide
4671,170466102,Palmitoylethanolamide
4674,144205217,Pamidronic acid
4674,170464689,Pamidronic acid
4677,144206231,Pantethine
4678,144212977,Panthenol
4679,144205030,Pantoprazole
4679,170466337,Pantoprazole
4684,144213177,4-Chlorophenol
4684,144204579,4-Chlorophenol
4684,144208902,4-Chlorophenol
4684,170465673,4-Chlorophenol
4685,144207597,"1,4-Dichlorobenzene"
4685,144204845,"1,4-Dichlorobenzene"
4685,144210338,"1,4-Dichlorobenzene"
4687,251919916,"1,7-Dimethylxanthine"
4723,144206062,Pemoline
4723,170465421,Pemoline
4725,144205801,Penciclovir
4725,170464955,Penciclovir
4726,144206843,Penflutizide
4737,144205108,Pentobarbital
4740,144203774,Pentoxifylline
4740,170465384,Pentoxifylline
4744,144206523,Perazine
4747,144204970,Periciazine
4748,144203784,Perphenazine
4748,170464834,Perphenazine
4753,144204878,Phenacemide
4753,170465322,Phenacemide
